"SYMBOL","NAME OF COMPANY"," SERIES"," DATE OF LISTING"," PAID UP VALUE"," MARKET LOT"," ISIN NUMBER"," FACE VALUE"
"INDSWFTLAB","Ind-Swift Laboratories Limited","EQ","02-JUL-1997",10,1,"INE915B01019",10
"INDSWFTLTD","Ind-Swift Limited","EQ","18-OCT-2004",2,1,"INE788B01028",2
"INDUSFILA","Indus Fila Limited","EQ","08-MAR-2007",10,1,"INE025I01012",10
"INDUSINDBK","IndusInd Bank Limited","EQ","28-JAN-1998",10,1,"INE095A01012",10
"INEABS","INEOS ABS (India) Limited","EQ","29-MAR-1995",10,1,"INE189B01011",10
"INFINITE","Infinite Computer Solutions (India) Limited","EQ","03-FEB-2010",10,1,"INE486J01014",10
"INFODRIVE","Info-Drive Software Limited","EQ","08-JAN-2010",10,1,"INE804D01011",10
"INFOMEDIA","Infomedia 18 Limited","EQ","12-OCT-2006",10,1,"INE669A01022",10
"INFOSYSTCH","Infosys Technologies Limited","EQ","08-FEB-1995",5,1,"INE009A01021",5
"INFOTECENT","Infotech Enterprises Limited","EQ","30-SEP-1998",5,1,"INE136B01020",5
"INGERRAND","Ingersoll Rand (India) Limited","EQ","15-APR-1999",10,1,"INE177A01018",10
"INGVYSYABK","ING Vysya Bank Limited","EQ","01-MAY-1996",10,1,"INE166A01011",10
"INGVYSYABK","ING Vysya Bank Limited","IL","01-MAY-1996",10,1,"INE166A01011",10
"INOXLEISUR","INOX Leisure Limited","EQ","23-FEB-2006",10,1,"INE312H01016",10
"INSECTICID","Insecticides (India) Limited","EQ","30-MAY-2007",10,1,"INE070I01018",10
"IOB","Indian Overseas Bank","EQ","07-DEC-2000",10,1,"INE565A01014",10
"IOC","Indian Oil Corporation Limited","EQ","24-JUL-1996",10,1,"INE242A01010",10
"IOLCP","IOL Chemicals and Pharmaceuticals Limited","EQ","08-NOV-2010",10,1,"INE485C01011",10
"IOLN","IOL Netcom Limited","EQ","19-JUL-2007",10,1,"INE517C01011",10
"IPCALAB","IPCA Laboratories Limited","EQ","08-FEB-1995",2,1,"INE571A01020",2
"IPRINGLTD","IP Rings Limited","EQ","05-NOV-2009",10,1,"INE558A01019",10
"IRB","IRB Infrastructure Developers Limited","EQ","25-FEB-2008",10,1,"INE821I01014",10
"ISFT","Intrasoft Technologies Limited","EQ","12-APR-2010",10,1,"INE566K01011",10
"ISMTLTD","ISMT Limited","EQ","28-AUG-2007",5,1,"INE732F01019",5
"ISPATIND","Ispat Industries Limited","EQ","20-APR-2006",10,1,"INE136A01022",10
"ITC","ITC Limited","EQ","23-AUG-1995",1,1,"INE154A01025",1
"ITDCEM","ITD Cementation India Limited","EQ","10-FEB-1999",10,1,"INE686A01018",10
"ITI","ITI Limited","EQ","15-SEP-2003",10,1,"INE248A01017",10
"IVC","IL&FS Investment Managers Limited","EQ","15-SEP-1999",2,1,"INE050B01023",2
"IVP","IVP Limited","EQ","13-SEP-1995",10,1,"INE043C01018",10
"IVRCLAH","IVRCL Assets & Holdings Limited","EQ","16-AUG-2007",10,1,"INE414I01018",10
"IVRCLINFRA","IVRCL Infrastructures & Projects Limited","EQ","08-MAR-2000",2,1,"INE875A01025",2
"J&KBANK","The Jammu & Kashmir Bank Limited","EQ","22-JUL-1998",10,1,"INE168A01017",10
"JAGRAN","Jagran Prakashan Limited","EQ","22-FEB-2006",2,1,"INE199G01027",2
"JAGSNPHARM","Jagsonpal Pharmaceuticals Limited","EQ","01-MAR-2000",5,1,"INE048B01027",5
"JAIBALAJI","Jai Balaji Industries Limited","EQ","09-DEC-2003",10,1,"INE091G01018",10
"JAICORPLTD","Jai Corp Limited","EQ","26-NOV-1997",1,1,"INE070D01027",1
"JAINSTUDIO","Jain Studios Limited","EQ","19-NOV-1997",10,1,"INE486B01011",10
"JAMNAAUTO","Jamna Auto Industries Limited","EQ","10-DEC-2010",10,1,"INE039C01016",10
"JAYAGROGN","Jayant Agro Organics Limited","EQ","17-APR-1996",5,1,"INE785A01026",5
"JAYBARMARU","Jay Bharat Maruti Limited","EQ","03-JAN-1996",5,1,"INE571B01028",5
"JAYNECOIND","Jayaswal Neco Industries Limited","EQ","10-MAY-1995",10,1,"INE854B01010",10
"JAYSREETEA","Jayshree Tea & Industries Limited","EQ","15-FEB-1995",5,1,"INE364A01020",5
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","EQ","29-APR-2003",2,1,"INE572A01028",2
"JBFIND","JBF Industries Limited","EQ","25-FEB-2004",10,1,"INE187A01017",10
"JBMA","JBM Auto Limited","EQ","17-DEC-2004",10,1,"INE927D01010",10
"JCTEL","JCT Electronics Limited","EQ","20-NOV-2007",1,1,"INE264B01020",1
"JDORGOCHEM","JD Orgochem Limited","EQ","02-SEP-2008",1,1,"INE263B01022",1
"JENSONICOL","Jenson & Nicholson (India) Limited","EQ","31-DEC-1997",2,1,"INE819B01021",2
"JETAIRWAYS","Jet Airways (India) Limited","EQ","14-MAR-2005",10,1,"INE802G01018",10
"JHS","JHS Svendgaard Laboratories Limited","EQ","21-OCT-2006",10,1,"INE544H01014",10
"JIKIND","JIK Industries Limited","EQ","26-NOV-2008",10,1,"INE026B01049",10
"JINDALPHOT","Jindal Photo Limited","EQ","07-APR-2005",10,1,"INE796G01012",10
"JINDALPOLY","Jindal Poly Films Limited","EQ","21-JAN-2002",10,1,"INE197D01010",10
"JINDALSAW","Jindal Saw Limited","EQ","29-APR-2003",2,1,"INE324A01024",2
"JINDALSTEL","Jindal Steel & Power Limited","EQ","29-DEC-1999",1,1,"INE749A01030",1
"JINDALSWHL","Jindal South West Holdings Limited","EQ","21-JUN-2005",10,1,"INE824G01012",10
"JINDCOT","Jindal Cotex Limited","EQ","22-SEP-2009",10,1,"INE904J01016",10
"JINDRILL","Jindal Drilling And Industries Limited","EQ","22-DEC-2006",5,1,"INE742C01031",5
"JINDWORLD","Jindal Worldwide Limited","EQ","25-NOV-2010",10,1,"INE247D01013",10
"JISLJALEQS","Jain Irrigation Systems Limited","EQ","13-AUG-2001",2,1,"INE175A01038",2
"JKCEMENT","JK Cement Limited","EQ","14-MAR-2006",10,1,"INE823G01014",10
"JKIL","J.Kumar Infraprojects Limited","EQ","12-FEB-2008",10,1,"INE576I01014",10
"JKLAKSHMI","JK Lakshmi Cement Limited","EQ","19-JUN-2006",5,1,"INE786A01032",5
"JKPAPER","JK Paper Limited","EQ","16-JUN-2005",10,1,"INE789E01012",10
"JKTYRE","JK Tyre & Industries Limited","EQ","19-MAR-2007",10,1,"INE573A01034",10
"JMCPROJECT","JMC Projects (India)  Limited","EQ","26-NOV-2007",10,1,"INE890A01016",10
"JMFINANCIL","JM Financial Limited","EQ","10-OCT-2006",1,1,"INE780C01023",1
"JMTAUTOLTD","JMT Auto Limited","EQ","02-APR-2007",10,1,"INE988E01010",10
"JOCIL","Jocil Limited","EQ","08-OCT-2008",10,1,"INE839G01010",10
"JPASSOCIAT","Jaiprakash Associates Limited","EQ","14-JUN-2004",2,1,"INE455F01025",2
"JPINFRATEC","Jaypee Infratech Limited","EQ","21-MAY-2010",10,1,"INE099J01015",10
"JPPOWER","Jaiprakash Power Ventures Limited","EQ","18-APR-2005",10,1,"INE351F01018",10
"JPPOWER","Jaiprakash Power Ventures Limited","TT","18-APR-2005",10,1,"INE351F01018",10
"JSL","JSL Stainless Limited","EQ","17-NOV-2003",2,1,"INE220G01021",2
"JSWENERGY","JSW Energy Limited","EQ","04-JAN-2010",10,1,"INE121E01018",10
"JSWSTEEL","JSW Steel Limited","EQ","23-MAR-2005",10,1,"INE019A01020",10
"JUBILANT","Jubilant Life Sciences Limited","EQ","16-JUN-2003",1,1,"INE700A01033",1
"JUBLFOOD","Jubilant Foodworks Limited","EQ","08-FEB-2010",10,1,"INE797F01012",10
"JUPITER","Jupiter Bioscience Limited","EQ","08-JAN-2010",10,1,"INE918B01013",10
"JYOTHYLAB","Jyothy Laboratories Limited","EQ","19-DEC-2007",1,1,"INE668F01031",1
"JYOTISTRUC","Jyoti Structures Limited","EQ","19-JUL-1995",2,1,"INE197A01024",2
"KABRAEXTRU","Kabra Extrusion Technik Limited","EQ","06-SEP-1995",5,1,"INE900B01029",5
"KAJARIACER","Kajaria Ceramics Limited","EQ","01-JUN-2004",2,1,"INE217B01028",2
"KAKATCEM","Kakatiya Cement Sugar & Industries Limited","EQ","13-DEC-1995",10,1,"INE437B01014",10
"KALECONSUL","Kale Consultants Limited","EQ","01-DEC-1999",10,1,"INE793A01012",10
"KALINDEE","Kalindee Rail Nirman (Engineers) Limited","EQ","08-JUN-2007",10,1,"INE178D01010",10
"KALPATPOWR","Kalpataru Power Transmission Limited","EQ","15-DEC-2000",2,1,"INE220B01022",2
"KAMATHOTEL","Kamat Hotels (I) Limited","EQ","29-MAY-1996",10,1,"INE967C01018",10
"KANDAGIRI","Kandagiri Spinning Mills Limited","EQ","09-AUG-2010",10,1,"INE292D01019",10
"KANORICHEM","Kanoria Chemicals & Industries Limited","EQ","08-FEB-1995",5,1,"INE138C01024",5
"KANSAINER","Kansai Nerolac Paints Limited","EQ","15-SEP-2003",10,1,"INE531A01016",10
"KARURKCP","Karur K.C.P. Packkagings Limited","EQ","02-MAR-2010",10,1,"INE727F01019",10
"KARURVYSYA","Karur Vysya Bank Limited","EQ","26-JUL-2000",10,1,"INE036D01010",10
"KAUSHALYA","Kaushalya Infrastructure Development Corporation Limited","EQ","14-DEC-2007",10,1,"INE234I01010",10
"KAVVERITEL","Kavveri Telecom Products Limited","EQ","29-JAN-2008",10,1,"INE641C01019",10
"KBIL","Kirloskar Brothers Investments Limited","EQ","04-JAN-2011",10,1,"INE920K01010",10
"KCP","KCP Limited","EQ","09-APR-1997",1,1,"INE805C01028",1
"KCPSUGIND","KCP Sugar and Industries Corporation Limited","EQ","11-JUN-1997",1,1,"INE790B01024",1
"KEC","KEC International Limited","EQ","10-MAR-2006",2,1,"INE389H01022",2
"KECL","Kirloskar Electric Company Limited","EQ","09-MAR-2010",10,1,"INE134B01017",10
"KEI","KEI Industries Limited","EQ","23-MAR-2006",2,1,"INE878B01027",2
"KEMROCK","Kemrock Industries and Exports Limited","EQ","16-JUN-2009",10,1,"INE990B01012",10
"KERNEX","Kernex Microsystems (India) Limited","EQ","20-DEC-2005",10,1,"INE202H01019",10
"KESARENT","Kesar Enterprises Limited","EQ","02-JAN-2007",10,1,"INE133B01019",10
"KESORAMIND","Kesoram Industries Limited","EQ","06-SEP-1995",10,1,"INE087A01019",10
"KFA","Kingfisher Airlines Limited","EQ","12-JUN-2006",10,1,"INE438H01019",10
"KGL","Karuturi Global Limited","EQ","03-MAY-2007",1,1,"INE299C01024",1
"KHAITANELE","Khaitan Electricals Limited","EQ","28-JUN-2000",10,1,"INE761A01019",10
"KHAITANLTD","Khaitan (India) Limited","EQ","20-DEC-1995",10,1,"INE731C01018",10
"KHANDSE","Khandwala Securities Limited","EQ","07-FEB-2001",10,1,"INE060B01014",10
"KICL","Kalyani Investment Company Limited","EQ","14-JAN-2011",10,1,"INE029L01018",10
"KIL","Kamdhenu Ispat Limited","EQ","09-MAY-2006",10,1,"INE390H01012",10
"KILITCH","Kilitch Drugs (India) Limited","EQ","29-SEP-2010",10,1,"INE729D01010",10
"KINETICMOT","Kinetic Motor Company Limited","EQ","20-SEP-2004",10,1,"INE267B01015",10
"KIRIDYES","Kiri Dyes and Chemicals Limited","EQ","22-APR-2008",10,1,"INE415I01015",10
"KIRLOSBROS","Kirloskar Brothers Limited","EQ","20-APR-2010",2,1,"INE732A01036",2
"KIRLOSENG","Kirloskar Oil Engines Limited","EQ","24-DEC-2010",2,1,"INE146L01010",2
"KIRLOSIND","Kirloskar Industries Limited","EQ","24-JUN-2010",10,1,"INE250A01039",10
"KITPLYIND","Kitply Industries Limited","EQ","08-FEB-1995",10,1,"INE147B01019",10
"KKCL","Kewal Kiran Clothing Limited","EQ","13-APR-2006",10,1,"INE401H01017",10
"KLGSYSTEL","KLG Systel Limited","EQ","08-SEP-1999",10,1,"INE799A01019",10
"KLRF","KLRF Limited","EQ","02-MAR-2010",10,1,"INE014E01015",10
"KMSUGAR","K.M.Sugar Mills Limited","EQ","31-MAY-2007",2,1,"INE157H01023",2
"KNRCON","KNR Constructions Limited","EQ","18-FEB-2008",10,1,"INE634I01011",10
"KOHINOOR","Kohinoor Foods Limited","EQ","20-OCT-1999",10,1,"INE080B01012",10
"KOLTEPATIL","Kolte - Patil Developers Limited","EQ","13-DEC-2007",10,1,"INE094I01018",10
"KOPDRUGS","KDL Biotech Limited","EQ","12-APR-2000",10,1,"INE746A01010",10
"KOPRAN","Kopran Limited","EQ","09-JUN-1999",10,1,"INE082A01010",10
"KOTAKBANK","Kotak Mahindra Bank Limited","EQ","20-DEC-1995",5,1,"INE237A01028",5
"KOTARISUG","Kothari Sugars And Chemicals Limited","EQ","13-DEC-2004",10,1,"INE419A01022",10
"KOTHARIPET","Kothari Petrochemicals Limited","EQ","02-NOV-1996",10,1,"INE720A01015",10
"KOTHARIPRO","Kothari Products Limited","EQ","03-JUN-1998",10,1,"INE823A01017",10
"KOUTONS","Koutons Retail India Limited","EQ","12-OCT-2007",10,1,"INE406I01014",10
"KPIT","KPIT Cummins Infosystems Limited","EQ","24-NOV-1999",2,1,"INE836A01035",2
"KPRMILL","K.P.R. Mill Limited","EQ","28-AUG-2007",10,1,"INE930H01015",10
"KRBL","KRBL Limited","EQ","21-JAN-2002",1,1,"INE001B01026",1
"KRBL","KRBL Limited","IL","16-MAR-2010",1,1,"INE001B01026",1
"KRISHNAENG","Krishna Engineering Works Limited","EQ","13-SEP-1995",10,1,"INE409C01011",10
"KSBPUMPS","KSB Pumps Limited","EQ","08-FEB-1995",10,1,"INE999A01015",10
"KSCL","Kaveri Seed Company Limited","EQ","04-OCT-2007",10,1,"INE455I01011",10
"KSE","KSE Limited","EQ","05-NOV-2009",10,1,"INE953E01014",10
"KSERAPRO","K Sera Sera Productions Limited","EQ","05-OCT-2006",10,1,"INE216D01018",10
"KSK","KSK Energy Ventures Limited","EQ","14-JUL-2008",10,1,"INE143H01015",10
"KSL","Kalyani Steels Limited","EQ","19-MAY-2010",5,1,"INE907A01026",5
"KSOILS","K S Oils Limited","EQ","02-APR-2007",1,1,"INE727D01022",1
"KTIL","Kesar Terminals & Infrastructure Limited","EQ","22-DEC-2010",10,1,"INE096L01017",10
"KTKBANK","The Karnataka Bank Limited","EQ","10-MAY-2000",10,1,"INE614B01018",10
"KWALITY","Kwality Dairy (India) Limited","EQ","08-JAN-2010",1,1,"INE775B01025",1
"LAKPRE","Lakshmi Precision Screws Limited","EQ","26-SEP-2006",10,1,"INE651C01018",10
"LAKSHMIEFL","Lakshmi Energy and Foods Limited","EQ","06-FEB-2007",2,1,"INE992B01026",2
"LAKSHMIMIL","The Lakshmi Mills Company Limited","EQ","05-NOV-2009",100,1,"INE938C01019",100
"LAKSHVILAS","Lakshmi Vilas Bank Limited","EQ","21-JUN-2000",10,1,"INE694C01018",10
"LAOPALA","La Opala RG Limited","EQ","16-MAR-2007",10,1,"INE059D01012",10
"LAXMIMACH","Lakshmi Machine Works Limited","EQ","29-MAR-1995",10,1,"INE269B01029",10
"LGBBROSLTD","LG Balakrishnan & Bros Limited","EQ","30-MAR-2010",10,1,"INE337A01034",10
"LGBFORGE","LGB Forge Limited","EQ","01-AUG-2008",1,1,"INE201J01017",1
"LIBERTSHOE","Liberty Shoes Limited","EQ","27-SEP-1995",10,1,"INE557B01019",10
"LICHSGFIN","LIC Housing Finance Limited","EQ","29-JUL-1998",2,1,"INE115A01026",2
"LITL","Lanco Infratech Limited","EQ","27-NOV-2006",1,1,"INE785C01048",1
"LLOYDELENG","Lloyd Electric & Engineering Limited","EQ","30-APR-1997",10,1,"INE245C01019",10
"LLOYDFIN","Lloyds Finance Limited","EQ","15-MAR-1995",10,1,"INE174A01015",10
"LLOYDSTEEL","Lloyds Steel Industries Limited","EQ","17-JAN-1996",10,1,"INE292A01015",10
"LML","LML Limited","EQ","15-MAR-1995",10,1,"INE862A01015",10
"LOGIXMICRO","Logix Microsystems Limited","EQ","05-FEB-2007",10,1,"INE848A01014",10
"LOKESHMACH","Lokesh Machines Limited","EQ","05-MAY-2006",10,1,"INE397H01017",10
"LOTUSEYE","Lotus Eye Care Hospital Limited","EQ","11-JUL-2008",10,1,"INE947I01017",10
"LPDC","Landmark Property Development Company Limited","EQ","12-AUG-2008",1,1,"INE197J01017",1
"LT","Larsen & Toubro Limited","EQ","23-JUN-2004",2,1,"INE018A01030",2
"LUMAXAUTO","Lumax Automotive Systems Limited","EQ","24-AUG-2004",10,1,"INE547G01019",10
"LUMAXTECH","Lumax Auto Technologies Limited","EQ","16-JAN-2007",10,1,"INE872H01019",10
"LUPIN","Lupin Limited","EQ","10-SEP-2001",2,1,"INE326A01037",2
"LYKALABS","Lyka Labs Limited","EQ","08-FEB-1995",10,1,"INE933A01014",10
"M&M","Mahindra & Mahindra Limited","EQ","03-JAN-1996",5,1,"INE101A01026",5
"M&MFIN","Mahindra & Mahindra Financial Services Limited","EQ","17-MAR-2006",10,1,"INE774D01016",10
"MADHAV","Madhav Marbles and Granites Limited","EQ","20-DEC-2007",10,1,"INE925C01016",10
"MADHUCON","Madhucon Projects Limited","EQ","05-OCT-2006",1,1,"INE378D01032",1
"MADRASCEM","Madras Cements Limited","EQ","09-APR-1997",1,1,"INE331A01037",1
"MADRASFERT","Madras Fertilizers Limited","EQ","25-JUL-1997",10,1,"INE414A01015",10
"MAGMA","Magma Fincorp Limited","EQ","27-APR-2004",2,1,"INE511C01022",2
"MAGNUM","Magnum Ventures Limited","EQ","20-SEP-2007",10,1,"INE387I01016",10
"MAHABANK","Bank of Maharashtra","EQ","12-APR-2004",10,1,"INE457A01014",10
"MAHINDFORG","Mahindra Forgings Limited","EQ","30-AUG-2007",10,1,"INE536H01010",10
"MAHINDUGIN","Mahindra Ugine Steel Company Limited","EQ","19-JUN-1996",10,1,"INE850A01010",10
"MAHLIFE","Mahindra Lifespace Developers Limited","EQ","10-MAY-2000",10,1,"INE813A01018",10
"MAHSCOOTER","Maharashtra Scooters Limited","EQ","08-FEB-1995",10,1,"INE288A01013",10
"MAHSEAMLES","Maharashtra Seamless Limited","EQ","25-AUG-2004",5,1,"INE271B01025",5
"MALUPAPER","Malu Paper Mills Limited","EQ","05-APR-2006",10,1,"INE383H01017",10
"MALWACOTT","Malwa Cotton Spg. Mills Limited","EQ","08-FEB-1995",10,1,"INE272B01015",10
"MANAKSIA","Manaksia Limited","EQ","08-JAN-2008",2,1,"INE015D01022",2
"MANALIPETC","Manali Petrochemical Limited","EQ","06-DEC-2006",5,1,"INE201A01024",5
"MANALU","Man Aluminium Limited","EQ","22-OCT-2007",10,1,"INE215I01019",10
"MANAPPURAM","Manappuram General Finance & Leasing Limited","EQ","30-JUN-2010",2,1,"INE522D01027",2
"MANDHANA","Mandhana Industries Limited","EQ","19-MAY-2010",10,1,"INE087J01010",10
"MANGCHEFER","Mangalore Chemicals & Fertilizers Limited","EQ","22-OCT-2007",10,1,"INE558B01017",10
"MANGLMCEM","Mangalam Cement Limited","EQ","03-JAN-1996",10,1,"INE347A01017",10
"MANGTIMBER","Mangalam Timber Products Limited","EQ","27-JUL-1995",10,1,"INE805B01012",10
"MANINDS","Man Industries (India) Limited","EQ","24-JUN-2005",5,1,"INE993A01026",5
"MANINFRA","Man Infraconstruction Limited","EQ","11-MAR-2010",10,1,"INE949H01015",10
"MANJEERA","Manjeera Constructions Limited","EQ","30-JUN-2010",10,1,"INE320D01018",10
"MANJUSHREE","Manjushree Technopack Limited","EQ","29-DEC-2010",10,1,"INE435H01015",10
"MANUGRAPH","Manugraph India Limited","EQ","14-SEP-2006",2,1,"INE867A01022",2
"MARALOVER","Maral Overseas Limited","EQ","08-FEB-1995",10,1,"INE882A01013",10
"MARG","Marg Limited","EQ","05-NOV-2009",10,1,"INE941E01019",10
"MARICO","Marico Limited","EQ","01-MAY-1996",1,1,"INE196A01026",1
"MARKSANS","Marksans Pharma Limited","EQ","21-JAN-2002",1,1,"INE750C01026",1
"MARUTI","Maruti Suzuki India Limited","EQ","09-JUL-2003",5,1,"INE585B01010",5
"MARUTI","Maruti Suzuki India Limited","IL","09-JUL-2003",5,1,"INE585B01010",5
"MASTEK","Mastek Limited","EQ","10-MAY-1995",5,1,"INE759A01021",5
"MAWANASUG","Mawana Sugars Limited","EQ","20-MAR-2009",10,1,"INE636A01039",10
"MAX","Max India Limited","EQ","17-MAY-2000",2,1,"INE180A01020",2
"MAXWELL","Maxwell Industries Limited","EQ","06-AUG-2007",2,1,"INE450G01024",2
"MAYTASINFR","Maytas Infra Limited","EQ","25-OCT-2007",10,1,"INE369I01014",10
"MBECL","Mcnally Bharat Engineering Company Limited","EQ","06-OCT-2006",10,1,"INE748A01016",10
"MBLINFRA","MBL Infrastructures Limited","EQ","11-JAN-2010",10,1,"INE912H01013",10
"MCDHOLDING","McDowell Holdings Limited","EQ","30-MAY-2007",10,1,"INE836H01014",10
"MCDOWELL-N","United Spirits Limited","EQ","27-SEP-2001",10,1,"INE854D01016",10
"MCLEODRUSS","Mcleod Russel India Limited","EQ","29-JUL-2005",5,1,"INE942G01012",5
"MEGASOFT","Megasoft Limited","EQ","19-JUL-2007",10,1,"INE933B01012",10
"MEGH","Meghmani Organics Limited","EQ","28-JUN-2007",1,1,"INE974H01013",1
"MELSTAR","Melstar Information Technologies Limited","EQ","07-MAR-2000",10,1,"INE817A01019",10
"MERCK","Merck Limited","EQ","24-APR-1996",10,1,"INE199A01012",10
"MHRIL","Mahindra Holidays & Resorts India Limited","EQ","16-JUL-2009",10,1,"INE998I01010",10
"MIC","MIC Electronics Limited","EQ","30-MAY-2007",2,1,"INE287C01029",2
"MICROSEC","Microsec Financial Services Limited","EQ","05-OCT-2010",10,1,"INE019J01013",10
"MICROTECH","Micro Technologies (India) Limited","EQ","27-SEP-2006",10,1,"INE358B01012",10
"MID-DAY","Mid-Day Multimedia Limited","EQ","04-APR-2001",10,1,"INE747B01016",10
"MID-DAY","Mid-Day Multimedia Limited","IL","04-APR-2001",10,1,"INE747B01016",10
"MINDAIND","Minda Industries Limited","EQ","02-FEB-2007",10,1,"INE405E01015",10
"MINDTREE","MindTree Limited","EQ","07-MAR-2007",10,1,"INE018I01017",10
"MIRCELECTR","MIRC Electronics Limited","EQ","24-MAY-2004",1,1,"INE831A01028",1
"MLL","Mercator Lines Limited","EQ","20-JUN-2005",1,1,"INE934B01028",1
"MMFL","MM Forgings Limited","EQ","20-DEC-2006",10,1,"INE227C01017",10
"MMFSL","Money Matters Financial Services Limited","EQ","29-OCT-2010",10,1,"INE180C01018",10
"MMTC","MMTC Limited","EQ","08-JAN-2010",1,1,"INE123F01029",1
"MOIL","MOIL Limited","EQ","15-DEC-2010",10,1,"INE490G01020",10
"MONNETISPA","Monnet Ispat Limited","EQ","14-JUN-2004",10,1,"INE743C01013",10
"MONSANTO","Monsanto India Limited","EQ","19-JAN-2000",10,1,"INE274B01011",10
"MORARJETEX","Morarjee Textiles Limited","EQ","03-DEC-2007",10,1,"INE161G01019",10
"MOREPENLAB","Morepen Laboratories Limited","EQ","24-NOV-1999",2,1,"INE083A01026",2
"MOSERBAER","Moser-Baer (I) Limited","EQ","02-MAY-2003",10,1,"INE739A01015",10
"MOTHERSUMI","Motherson Sumi Systems Limited","EQ","14-AUG-1996",1,1,"INE775A01035",1
"MOTILALOFS","Motilal Oswal Financial Services Limited","EQ","11-SEP-2007",1,1,"INE338I01027",1
"MOTOGENFIN","The Motor & General Finance Limited","EQ","08-FEB-1995",10,1,"INE861B01015",10
"MPHASIS","MphasiS Limited","EQ","04-JUN-2004",10,1,"INE356A01018",10
"MPSLTD","MPS Limited","EQ","21-JAN-2002",10,1,"INE943D01017",10
"MRF","MRF Limited","EQ","18-SEP-1996",10,1,"INE883A01011",10
"MRO-TEK","MRO-TEK Limited","EQ","01-NOV-2000",5,1,"INE398B01018",5
"MRPL","Mangalore Refinery and Petrochemicals Limited","EQ","07-JAN-2005",10,1,"INE103A01014",10
"MSPL","MSP Steel & Power Limited","EQ","18-JUL-2005",10,1,"INE752G01015",10
"MTNL","Mahanagar Telephone Nigam Limited","EQ","17-FEB-1999",10,1,"INE153A01019",10
"MUDRA","Mudra Lifestyle Limited","EQ","09-MAR-2007",10,1,"INE311H01018",10
"MUKANDENGG","Mukand Engineers Limited","EQ","28-JUN-2000",10,1,"INE022B01014",10
"MUKANDLTD","Mukand Limited","EQ","23-FEB-2004",10,1,"INE304A01026",10
"MUKTAARTS","Mukta Arts Limited","EQ","12-SEP-2000",5,1,"INE374B01019",5
"MUNDRAPORT","Mundra Port and Special Economic Zone Limited","EQ","27-NOV-2007",2,1,"INE742F01042",2
"MUNJALAU","Munjal Auto Industries Limited","EQ","19-JUL-2006",10,1,"INE672B01024",10
"MUNJALSHOW","Munjal Showa Limited","EQ","12-MAY-2003",2,1,"INE577A01027",2
"MURLIIND","Murli Industries Limited","EQ","19-FEB-2007",2,1,"INE806B01028",2
"MURUDCERA","Murudeshwar Ceramics Limited","EQ","28-MAY-2004",10,1,"INE692B01014",10
"MVL","MVL Limited","EQ","30-JUN-2008",1,1,"INE744I01034",1
"MVLIND","MVL Industries Limited","EQ","30-NOV-2007",10,1,"INE141B01020",10
"MYSOREBANK","State Bank of Mysore","EQ","28-JUL-2009",10,1,"INE651A01020",10
"NAGARCONST","Nagarjuna Construction Company Limited","EQ","14-OCT-2003",2,1,"INE868B01028",2
"NAGARFERT","Nagarjuna Fertilizer & Chemicals Limited","EQ","15-MAR-1995",10,1,"INE580A01013",10
"NAGREEKCAP","Nagreeka Capital & Infrastructure Limited","EQ","18-SEP-2007",5,1,"INE245I01016",5
"NAGREEKEXP","Nagreeka Exports Limited","EQ","18-JUN-2007",5,1,"INE123B01028",5
"NAHARCAP","Nahar Capital and Financial Services Limited","EQ","11-MAR-2008",5,1,"INE049I01012",5
"NAHARINDUS","Nahar Industrial Enterprises Limited","EQ","15-DEC-2005",10,1,"INE289A01011",10
"NAHARINVST","Nahar Investments and Holding Limited","EQ","23-MAR-2007",5,1,"INE308A01027",5
"NAHARSPING","Nahar Spinning Mills Limited","EQ","23-MAR-2007",5,1,"INE290A01027",5
"NANDAN","Nandan Exim Limited","EQ","29-DEC-2005",1,1,"INE875G01022",1
"NATCOPHARM","Natco Pharma Limited","EQ","27-DEC-1995",10,1,"INE987B01018",10
"NATIONALUM","National Aluminium Company Limited","EQ","28-APR-1999",10,1,"INE139A01026",10
"NATNLSTEEL","National Steel And Agro Industries Limited","EQ","26-SEP-2002",10,1,"INE088B01015",10
"NAUKRI","Info Edge (India) Limited","EQ","21-NOV-2006",10,1,"INE663F01024",10
"NAVINFLUOR","Navin Fluorine International Limited","EQ","01-JUN-2007",10,1,"INE048G01018",10
"NAVNETPUBL","Navneet Publications India Limited","EQ","08-FEB-1995",2,1,"INE060A01024",2
"NBVENTURES","Nava Bharat Ventures Limited","EQ","03-APR-1996",2,1,"INE725A01022",2
"NCLIND","NCL Industries Limited","EQ","03-APR-2007",10,1,"INE732C01016",10
"NDTV","New Delhi Television Limited","EQ","19-MAY-2004",4,1,"INE155G01029",4
"NECLIFE","Nectar Lifesciences Limited","EQ","18-JUL-2005",1,1,"INE023H01027",1
"NELCAST","Nelcast Limited","EQ","27-JUN-2007",10,1,"INE189I01016",10
"NELCO","NELCO Limited","EQ","28-MAY-2003",10,1,"INE045B01015",10
"NEPCMICON","NEPC India Limited","EQ","08-FEB-1995",10,1,"INE588A01016",10
"NESCO","Nesco Limited","EQ","08-APR-2008",10,1,"INE317F01027",10
"NESTLEIND","Nestle India Limited","EQ","08-JAN-2010",10,1,"INE239A01016",10
